Gene	cluster
MCTP1	Cluster_5
SRGAP2	Cluster_5
CDH13	Cluster_5
BACH2	Cluster_5
MMP16	Cluster_5
SH3KBP1	Cluster_5
SHTN1	Cluster_5
EFR3B	Cluster_5
NRG2	Cluster_5
PKD2	Cluster_5
FAM19A5	Cluster_5
TAOK3	Cluster_5
OSBPL6	Cluster_5
KLHL29	Cluster_5
OSBP2	Cluster_5
TRERF1	Cluster_5
AAK1	Cluster_5
DAPK1	Cluster_5
SYT14	Cluster_5
FAM49B	Cluster_5
NMNAT2	Cluster_5
HOOK2	Cluster_5
SPAG16	Cluster_5
GRM8	Cluster_5
ME3	Cluster_5
EPB41L1	Cluster_5
GABRB2	Cluster_5
ESRRG	Cluster_5
DOK6	Cluster_5
EPB41L3	Cluster_5
PAWR	Cluster_6
GRIK1	Cluster_6
KIF26B	Cluster_6
GRIK3	Cluster_6
KIAA1217	Cluster_6
SPOCK3	Cluster_6
SYNPR	Cluster_6
SHISA6	Cluster_6
PLCH1	Cluster_6
NXPH1	Cluster_6
LHFPL3	Cluster_6
RELN	Cluster_6
TENM3	Cluster_6
PCDH11X	Cluster_6
GRIN3A	Cluster_6
SOX6	Cluster_6
WLS	Cluster_6
SNRPN	Cluster_6
KCNIP1	Cluster_6
TIAM1	Cluster_6
GAD1	Cluster_6
STXBP6	Cluster_6
TENM1	Cluster_6
CDH13	Cluster_6
PCDH15	Cluster_6
RUNX1T1	Cluster_6
NETO1	Cluster_6
GRIP2	Cluster_6
GALNT14	Cluster_6
TRHDE	Cluster_6
GPC6	Cluster_6
ADCY8	Cluster_6
FRMD3	Cluster_6
RAB3C	Cluster_6
CDH9	Cluster_6
TSHZ3	Cluster_6
BCL11A	Cluster_6
PTPRM	Cluster_6
NETO2	Cluster_6
SLC24A3	Cluster_6
RASGRF2	Cluster_6
MPPED1	Cluster_6
L3MBTL4	Cluster_6
PAM	Cluster_6
CDH8	Cluster_6
DSCAML1	Cluster_6
DAPK1	Cluster_6
PCDH11Y	Cluster_6
TMTC1	Cluster_6
RIPOR2	Cluster_6
ELAVL2	Cluster_6
FAM110B	Cluster_6
KIAA1211	Cluster_6
RANBP17	Cluster_6
AAK1	Cluster_6
RPH3A	Cluster_6
KLHL5	Cluster_6
CORO2B	Cluster_6
TMEFF2	Cluster_6
SH3PXD2A	Cluster_6
ANKRD44	Cluster_6
MYRIP	Cluster_6
SLC24A2	Cluster_6
SLC44A5	Cluster_6
CYTH3	Cluster_6
FRAS1	Cluster_6
KCNC2	Cluster_6
PACRG	Cluster_6
GPI	Cluster_6
TMTC2	Cluster_6
FAM49B	Cluster_6
SRGAP2	Cluster_6
ST5	Cluster_6
SCAMP5	Cluster_6
OSBPL8	Cluster_6
CACNB4	Cluster_6
ZNF385D	Cluster_6
PTCHD4	Cluster_6
FAM135B	Cluster_6
CACNG3	Cluster_6
KCNT1	Cluster_6
RP11-701H24.9	Cluster_6
EVA1C	Cluster_6
RAPGEF4	Cluster_6
ABCA5	Cluster_6
PAK7	Cluster_6
BICD1	Cluster_6
AGPAT4	Cluster_6
GARNL3	Cluster_6
JAZF1	Cluster_6
NELL1	Cluster_6
ANKRD36B	Cluster_6
COL19A1	Cluster_6
GRM1	Cluster_6
PTPRO	Cluster_6
SGSM1	Cluster_6
ITGA9	Cluster_6
C11orf58	Cluster_6
ABAT	Cluster_6
EPB41L2	Cluster_6
CACNG2	Cluster_6
NCOA2	Cluster_6
GPR137C	Cluster_6
FAM189A1	Cluster_6
SPATS2L	Cluster_6
KCNB2	Cluster_6
FARP1	Cluster_6
SHTN1	Cluster_6
IQSEC1	Cluster_6
REPS2	Cluster_6
PHKB	Cluster_6
TLN2	Cluster_6
PCNX2	Cluster_6
BACH2	Cluster_6
ASCC3	Cluster_6
THSD7A	Cluster_6
SLC1A3	Cluster_7
ADGRV1	Cluster_7
HIF3A	Cluster_7
SLC14A1	Cluster_7
PITPNC1	Cluster_7
SLC1A2	Cluster_7
SLC25A18	Cluster_7
ATP1A2	Cluster_7
CDH20	Cluster_7
GPC5	Cluster_7
RFX4	Cluster_7
NKAIN3	Cluster_7
NPL	Cluster_7
FBXL7	Cluster_7
PAMR1	Cluster_7
ZBTB20	Cluster_7
MSI2	Cluster_7
ZNRF3	Cluster_7
ATP13A4	Cluster_7
PARD3	Cluster_7
GRAMD3	Cluster_7
PARD3B	Cluster_7
RYR3	Cluster_7
AHCYL2	Cluster_7
GLIS3	Cluster_7
SLC4A4	Cluster_7
LIFR	Cluster_7
FOXO1	Cluster_7
TRPM3	Cluster_7
ITPR2	Cluster_7
ARHGEF4	Cluster_7
PREX2	Cluster_7
SLC39A11	Cluster_7
COL5A3	Cluster_7
PRKCA	Cluster_7
CABLES1	Cluster_7
NFIA	Cluster_7
PTPRZ1	Cluster_7
MAML2	Cluster_7
TPCN1	Cluster_7
CSGALNACT1	Cluster_7
GPR75-ASB3	Cluster_7
OPHN1	Cluster_7
TRPS1	Cluster_7
LPP	Cluster_7
DGKG	Cluster_7
NCKAP5	Cluster_7
FNBP1	Cluster_7
DCLK2	Cluster_7
FYN	Cluster_7
CHPT1	Cluster_7
ZHX3	Cluster_7
LRRC16A	Cluster_7
ABLIM1	Cluster_7
DLC1	Cluster_7
MAP3K5	Cluster_7
ADARB2	Cluster_8
THSD7B	Cluster_8
CHRNA7	Cluster_8
RGS12	Cluster_8
NPAS1	Cluster_8
PLD5	Cluster_8
RELN	Cluster_8
SDK2	Cluster_8
FSTL5	Cluster_8
ZNF536	Cluster_8
CNR1	Cluster_8
KIAA1211	Cluster_8
C8orf34	Cluster_8
DOCK10	Cluster_8
GRIP2	Cluster_8
ZNF385D	Cluster_8
CHST11	Cluster_8
INPP4B	Cluster_8
HS3ST5	Cluster_8
SORCS3	Cluster_8
KCNIP1	Cluster_8
MTSS1	Cluster_8
BTBD11	Cluster_8
EGFR	Cluster_8
DSCAML1	Cluster_8
NHS	Cluster_8
L3MBTL4	Cluster_8
PRELID2	Cluster_8
CCNH	Cluster_8
PLPPR1	Cluster_8
GRIK1	Cluster_8
PRKCA	Cluster_8
CNTNAP4	Cluster_8
SDK1	Cluster_8
SNRPN	Cluster_8
RAB3C	Cluster_8
SPOCK3	Cluster_8
SHISA6	Cluster_8
KCNT2	Cluster_8
IL1RAPL2	Cluster_8
PLCB4	Cluster_8
MAML3	Cluster_8
SEMA6D	Cluster_8
PTPRM	Cluster_8
RPH3A	Cluster_8
DNER	Cluster_8
RANBP17	Cluster_8
SLC24A3	Cluster_8
GRAMD1B	Cluster_8
KCNC2	Cluster_8
PRR16	Cluster_8
SLC6A1	Cluster_8
SEZ6L	Cluster_8
TTC28	Cluster_8
GNAL	Cluster_8
NMNAT2	Cluster_8
CACNA1D	Cluster_8
PTPRE	Cluster_8
RIPOR2	Cluster_8
HDAC9	Cluster_8
SH3RF3	Cluster_8
PAK3	Cluster_8
ANO4	Cluster_8
MYO16	Cluster_8
KCNJ3	Cluster_8
GSE1	Cluster_8
GAS7	Cluster_8
ANKRD30BL	Cluster_8
CDH4	Cluster_8
ADRBK2	Cluster_8
ZNF804B	Cluster_8
CACNG2	Cluster_8
CCDC85A	Cluster_8
SYNPR	Cluster_8
REV3L	Cluster_8
NFIB	Cluster_8
PKNOX2	Cluster_8
GABRB2	Cluster_8
GTF2IRD1	Cluster_8
ZBTB16	Cluster_8
CEP112	Cluster_8
KCND3	Cluster_8
CACNA1E	Cluster_8
KIAA1549L	Cluster_8
SLC44A5	Cluster_8
TNRC18	Cluster_8
FOXN3	Cluster_8
POU2F1	Cluster_8
CDR2	Cluster_8
REEP1	Cluster_8
KCNAB1	Cluster_8
GABRG3	Cluster_8
PTPRO	Cluster_8
GRIK4	Cluster_8
NEDD4L	Cluster_8
GPR137C	Cluster_8
NR3C2	Cluster_8
BICD1	Cluster_8
EPB41L3	Cluster_8
PID1	Cluster_8
SCMH1	Cluster_8
RALGPS1	Cluster_8
RIMBP2	Cluster_8
GPR158	Cluster_8
LUZP2	Cluster_8
TCF20	Cluster_8
SLCO3A1	Cluster_8
OSBPL8	Cluster_8
THSD7A	Cluster_8
GALNT13	Cluster_8
FGD5	Cluster_9
ASIC4	Cluster_9
CALB2	Cluster_9
ADARB2	Cluster_9
LAMA3	Cluster_9
SYNPR	Cluster_9
RGS12	Cluster_9
BTBD11	Cluster_9
PROX1	Cluster_9
ADRA1B	Cluster_9
PTPRE	Cluster_9
SHISA6	Cluster_9
LYPD6B	Cluster_9
PLD5	Cluster_9
SLC24A3	Cluster_9
KCNT2	Cluster_9
NHS	Cluster_9
GRIN2D	Cluster_9
CNR1	Cluster_9
L3MBTL4	Cluster_9
CCNH	Cluster_9
THSD7B	Cluster_9
KIAA1211	Cluster_9
PDE3A	Cluster_9
THSD7A	Cluster_9
SEZ6	Cluster_9
B4GALT6	Cluster_9
VWC2L	Cluster_9
ZNF536	Cluster_9
NR3C2	Cluster_9
SDK1	Cluster_9
C8orf34	Cluster_9
ANK1	Cluster_9
MCC	Cluster_9
KCNIP1	Cluster_9
GALNT13	Cluster_9
SVEP1	Cluster_9
SEMA6D	Cluster_9
KIAA1456	Cluster_9
GAD1	Cluster_9
ELFN2	Cluster_9
ZNF804A	Cluster_9
PLPPR1	Cluster_9
MAPK4	Cluster_9
TENM3	Cluster_9
VWC2	Cluster_9
SYT14	Cluster_9
INPP4B	Cluster_9
ANO4	Cluster_9
HIP1	Cluster_9
ST8SIA5	Cluster_9
PLCB4	Cluster_9
DPF3	Cluster_9
AFAP1	Cluster_9
CCK	Cluster_9
PLXNA4	Cluster_9
LRRC3B	Cluster_9
SNRPN	Cluster_9
DOCK10	Cluster_9
DGKD	Cluster_9
KCNJ3	Cluster_9
SEZ6L	Cluster_9
SOBP	Cluster_9
RANBP17	Cluster_9
CACNA1D	Cluster_9
ERO1B	Cluster_9
GALNT14	Cluster_9
MLLT4	Cluster_9
CNTNAP4	Cluster_9
STIM1	Cluster_9
GTF2IRD1	Cluster_9
COL11A1	Cluster_9
PACSIN2	Cluster_9
FHOD3	Cluster_9
ADRA1A	Cluster_9
ZNF804B	Cluster_9
CCDC85A	Cluster_9
OSBPL3	Cluster_9
LCORL	Cluster_9
HDAC9	Cluster_9
NLGN4Y	Cluster_9
REV3L	Cluster_9
VOPP1	Cluster_9
PPP1R13B	Cluster_9
PAK3	Cluster_9
ENAH	Cluster_9
CLVS1	Cluster_9
TIAM1	Cluster_9
MTSS1	Cluster_9
GAB2	Cluster_9
FRAS1	Cluster_9
NELL1	Cluster_9
GNAS	Cluster_9
CCDC91	Cluster_9
RUNX1T1	Cluster_9
PDE10A	Cluster_9
PRKD1	Cluster_9
GSE1	Cluster_9
SLC35F3	Cluster_9
ZNF292	Cluster_9
SUSD4	Cluster_9
GPR158	Cluster_9
ABCC1	Cluster_9
ANKH	Cluster_9
CIT	Cluster_9
FIGN	Cluster_9
SCMH1	Cluster_9
SLC44A5	Cluster_9
OSBPL1A	Cluster_9
PPM1E	Cluster_9
LRFN2	Cluster_9
OLFM3	Cluster_9
PRR16	Cluster_9
RNF24	Cluster_9
SLC4A7	Cluster_9
ZEB2	Cluster_9
CYTH1	Cluster_9
TPST1	Cluster_9
LANCL1	Cluster_9
KLHL29	Cluster_9
CTTNBP2	Cluster_9
DLGAP3	Cluster_9
CALN1	Cluster_9
SPECC1	Cluster_9
ATP1B1	Cluster_9
CHST11	Cluster_9
MICU1	Cluster_9
GABRG3	Cluster_9
TUSC3	Cluster_9
DLGAP4	Cluster_9
KLHL23	Cluster_9
SLC25A12	Cluster_9
MAN1A2	Cluster_9
SETBP1	Cluster_9
PPM1H	Cluster_9
SLCO3A1	Cluster_9
SYT16	Cluster_9
IMMP2L	Cluster_9
SORCS3	Cluster_9
ANKRD30BL	Cluster_9
PDE1C	Cluster_9
DZIP1	Cluster_9
SGCZ	Cluster_9
NEDD4L	Cluster_9
GALNT7	Cluster_9
NR3C1	Cluster_9
KIF5C	Cluster_9
SREBF2	Cluster_9
ASAP1	Cluster_9
ACACA	Cluster_9
CDH13	Cluster_9
RP11-701H24.9	Cluster_9
SAMD5	Cluster_9
OSBPL8	Cluster_9
ALCAM	Cluster_9
ZMAT4	Cluster_9
PDZRN3	Cluster_9
