Gene	cluster
MYRIP	Exc_L4-6_FEZF2_IL26
SDK2	Exc_L4-6_FEZF2_IL26
CPNE4	Exc_L4-6_FEZF2_IL26
GRM8	Exc_L4-6_FEZF2_IL26
VWC2L	Exc_L4-6_FEZF2_IL26
OLFM3	Exc_L4-6_FEZF2_IL26
PRR16	Exc_L4-6_FEZF2_IL26
COL11A1	Exc_L4-6_FEZF2_IL26
LHFPL3	Exc_L4-6_FEZF2_IL26
KIAA1217	Exc_L4-6_FEZF2_IL26
GHR	Exc_L4-6_FEZF2_IL26
TRPM2	Exc_L4-6_FEZF2_IL26
KCNIP1	Exc_L4-6_FEZF2_IL26
SH3RF3	Exc_L4-6_FEZF2_IL26
TRHDE	Exc_L4-6_FEZF2_IL26
SDK1	Exc_L4-6_FEZF2_IL26
CDH8	Exc_L4-6_FEZF2_IL26
DIP2A	Exc_L4-6_FEZF2_IL26
SLC24A2	Exc_L4-6_FEZF2_IL26
ZNF385B	Exc_L4-6_FEZF2_IL26
CDH11	Exc_L4-6_FEZF2_IL26
KCNB2	Exc_L4-6_FEZF2_IL26
BMPER	Exc_L4-6_FEZF2_IL26
CLSTN2	Exc_L4-6_FEZF2_IL26
FRAS1	Exc_L4-6_FEZF2_IL26
KIAA1671	Exc_L4-6_FEZF2_IL26
KCNT2	Exc_L4-6_FEZF2_IL26
CDH13	Exc_L4-6_FEZF2_IL26
C8orf34	Exc_L4-6_FEZF2_IL26
GAREM1	Exc_L4-6_FEZF2_IL26
EVL	Exc_L4-6_FEZF2_IL26
SLC35F3	Exc_L4-6_FEZF2_IL26
KCTD8	Exc_L4-6_FEZF2_IL26
FOXP2	Exc_L4-6_FEZF2_IL26
TSHZ3	Exc_L4-6_FEZF2_IL26
SGSM1	Exc_L4-6_FEZF2_IL26
TMEM132C	Exc_L4-6_FEZF2_IL26
EML6	Exc_L4-6_FEZF2_IL26
SAMD5	Exc_L4-6_FEZF2_IL26
RAB26	Exc_L4-6_FEZF2_IL26
ADAMTS19	Exc_L4-6_FEZF2_IL26
ELAVL4	Exc_L4-6_FEZF2_IL26
PRICKLE1	Exc_L4-6_FEZF2_IL26
PDZRN4	Exc_L4-6_FEZF2_IL26
CORO6	Exc_L4-6_FEZF2_IL26
KLHL5	Exc_L4-6_FEZF2_IL26
PTPRR	Exc_L4-6_FEZF2_IL26
SORL1	Exc_L4-6_FEZF2_IL26
BACH2	Exc_L4-6_FEZF2_IL26
RPH3A	Exc_L4-6_FEZF2_IL26
CAMK2D	Exc_L4-6_FEZF2_IL26
TOX	Exc_L4-6_FEZF2_IL26
ZNF704	Exc_L4-6_FEZF2_IL26
SYNJ2	Exc_L4-6_FEZF2_IL26
SIDT1	Exc_L4-6_FEZF2_IL26
LMF1	Exc_L4-6_FEZF2_IL26
ST8SIA1	Exc_L4-6_FEZF2_IL26
STRBP	Exc_L4-6_FEZF2_IL26
SVOP	Exc_L4-6_FEZF2_IL26
BCL11A	Exc_L4-6_FEZF2_IL26
PLXNA4	Exc_L4-6_FEZF2_IL26
MEIS2	Exc_L4-6_FEZF2_IL26
CACNB4	Exc_L4-6_FEZF2_IL26
ANKRD30BL	Exc_L4-6_FEZF2_IL26
PAK7	Exc_L4-6_FEZF2_IL26
BZRAP1	Exc_L4-6_FEZF2_IL26
GRM3	Exc_L4-6_FEZF2_IL26
ZFR2	Exc_L4-6_FEZF2_IL26
AACS	Exc_L4-6_FEZF2_IL26
MLLT4	Exc_L4-6_FEZF2_IL26
DCC	Exc_L4-6_FEZF2_IL26
LRRTM3	Exc_L4-6_FEZF2_IL26
ZFYVE28	Exc_L4-6_FEZF2_IL26
FAM135B	Exc_L4-6_FEZF2_IL26
SV2B	Exc_L4-6_FEZF2_IL26
PKD1	Exc_L4-6_FEZF2_IL26
SLC44A5	Exc_L4-6_FEZF2_IL26
CC2D1A	Exc_L4-6_FEZF2_IL26
KCNMB4	Exc_L4-6_FEZF2_IL26
RAP1GAP2	Exc_L4-6_FEZF2_IL26
AK5	Exc_L4-6_FEZF2_IL26
TMEM232	Exc_L4-6_FEZF2_IL26
RAP1GAP	Exc_L4-6_FEZF2_IL26
CDR2	Exc_L4-6_FEZF2_IL26
INPP4A	Exc_L4-6_FEZF2_IL26
LUZP2	Exc_L4-6_FEZF2_IL26
PHKB	Exc_L4-6_FEZF2_IL26
SSBP3	Exc_L4-6_FEZF2_IL26
PRKCZ	Exc_L4-6_FEZF2_IL26
CA10	Exc_L4-6_FEZF2_IL26
HDAC9	Exc_L4-6_FEZF2_IL26
ALCAM	Exc_L4-6_FEZF2_IL26
SRCIN1	Exc_L4-6_FEZF2_IL26
NELL1	Exc_L4-6_FEZF2_IL26
BASP1	Exc_L4-6_FEZF2_IL26
FARP1	Exc_L4-6_FEZF2_IL26
MAGI3	Exc_L4-6_FEZF2_IL26
XYLT1	Exc_L4-6_FEZF2_IL26
C11orf80	Exc_L4-6_FEZF2_IL26
GUCY1A2	Exc_L4-6_FEZF2_IL26
MICU1	Exc_L4-6_FEZF2_IL26
SMAP1	Exc_L4-6_FEZF2_IL26
ARHGAP44	Exc_L4-6_FEZF2_IL26
MARK1	Exc_L4-6_FEZF2_IL26
TSHZ2	Exc_L3-5_RORB_ESR1
IL1RAPL2	Exc_L3-5_RORB_ESR1
DCC	Exc_L3-5_RORB_ESR1
COBLL1	Exc_L3-5_RORB_ESR1
SLC22A10	Exc_L3-5_RORB_ESR1
RORB	Exc_L3-5_RORB_ESR1
RARB	Exc_L3-5_RORB_ESR1
TOX	Exc_L3-5_RORB_ESR1
FOXP2	Exc_L3-5_RORB_ESR1
SLC35F3	Exc_L3-5_RORB_ESR1
KCNH5	Exc_L3-5_RORB_ESR1
FSTL4	Exc_L3-5_RORB_ESR1
VWC2L	Exc_L3-5_RORB_ESR1
POU6F2	Exc_L3-5_RORB_ESR1
LRRK1	Exc_L3-5_RORB_ESR1
OLFM3	Exc_L3-5_RORB_ESR1
KHDRBS3	Exc_L3-5_RORB_ESR1
PDE10A	Exc_L3-5_RORB_ESR1
HS3ST2	Exc_L3-5_RORB_ESR1
EPHA3	Exc_L3-5_RORB_ESR1
TRHDE	Exc_L3-5_RORB_ESR1
ALCAM	Exc_L3-5_RORB_ESR1
NRG1	Exc_L3-5_RORB_ESR1
GSG1L	Exc_L3-5_RORB_ESR1
KCND3	Exc_L3-5_RORB_ESR1
CCDC3	Exc_L3-5_RORB_ESR1
SLIT1	Exc_L3-5_RORB_ESR1
TSHZ3	Exc_L3-5_RORB_ESR1
RFTN1	Exc_L3-5_RORB_ESR1
HS3ST4	Exc_L3-5_RORB_ESR1
EFNA5	Exc_L3-5_RORB_ESR1
EPHA5	Exc_L3-5_RORB_ESR1
BRINP1	Exc_L3-5_RORB_ESR1
CNTNAP4	Exc_L3-5_RORB_ESR1
MLIP	Exc_L3-5_RORB_ESR1
EPHA4	Exc_L3-5_RORB_ESR1
PDZRN4	Exc_L3-5_RORB_ESR1
SLC44A5	Exc_L3-5_RORB_ESR1
CACNB4	Exc_L3-5_RORB_ESR1
ZMAT4	Exc_L3-5_RORB_ESR1
PTPRK	Exc_L3-5_RORB_ESR1
NWD2	Exc_L3-5_RORB_ESR1
KCNH1	Exc_L3-5_RORB_ESR1
CPNE4	Exc_L3-5_RORB_ESR1
NELL1	Exc_L3-5_RORB_ESR1
EDIL3	Exc_L3-5_RORB_ESR1
FOXP1	Exc_L3-5_RORB_ESR1
PPFIBP1	Exc_L3-5_RORB_ESR1
MGAT5B	Exc_L3-5_RORB_ESR1
DNAJC1	Exc_L3-5_RORB_ESR1
CADPS2	Exc_L3-5_RORB_ESR1
CAMKK1	Exc_L3-5_RORB_ESR1
SLC24A2	Exc_L3-5_RORB_ESR1
ZNF385B	Exc_L3-5_RORB_ESR1
KCTD8	Exc_L3-5_RORB_ESR1
MYRIP	Exc_L3-5_RORB_ESR1
CABP1	Exc_L3-5_RORB_ESR1
GABRG3	Exc_L3-5_RORB_ESR1
BRINP3	Exc_L3-5_RORB_ESR1
BMPER	Exc_L3-5_RORB_ESR1
MICAL2	Exc_L3-5_RORB_ESR1
RTN1	Exc_L3-5_RORB_ESR1
SATB2	Exc_L3-5_RORB_ESR1
LHFP	Exc_L3-5_RORB_ESR1
SNED1	Exc_L3-5_RORB_ESR1
FAM13A	Exc_L3-5_RORB_ESR1
SPOCK1	Exc_L3-5_RORB_ESR1
STXBP1	Exc_L3-5_RORB_ESR1
CATSPER2	Exc_L3-5_RORB_ESR1
MLLT3	Exc_L3-5_RORB_ESR1
MTA3	Exc_L3-5_RORB_ESR1
GUCY1A2	Exc_L3-5_RORB_ESR1
PCSK2	Exc_L3-5_RORB_ESR1
GRM3	Exc_L3-5_RORB_ESR1
BASP1	Exc_L3-5_RORB_ESR1
CNKSR2	Exc_L3-5_RORB_ESR1
PKNOX2	Exc_L3-5_RORB_ESR1
RNF144A	Exc_L3-5_RORB_ESR1
SCN1A	Exc_L3-5_RORB_ESR1
KCNB2	Exc_L3-5_RORB_ESR1
RPS6KA5	Exc_L3-5_RORB_ESR1
CAMK2A	Exc_L3-5_RORB_ESR1
MMP16	Exc_L3-5_RORB_ESR1
AMPH	Exc_L3-5_RORB_ESR1
NLK	Exc_L3-5_RORB_ESR1
SH3GL2	Exc_L3-5_RORB_ESR1
SORCS1	Exc_L3-5_RORB_ESR1
MAGI3	Exc_L3-5_RORB_ESR1
KIAA1211L	Exc_L3-5_RORB_ESR1
RAPGEF2	Exc_L3-5_RORB_ESR1
ARHGEF3	Exc_L3-5_RORB_ESR1
NCALD	Exc_L3-5_RORB_ESR1
INPP4B	Exc_L3-5_RORB_ESR1
SMAP1	Exc_L3-5_RORB_ESR1
FLRT2	Exc_L3-5_RORB_ESR1
GPR158	Exc_L3-5_RORB_ESR1
PPM1L	Exc_L3-5_RORB_ESR1
PPP2R2C	Exc_L3-5_RORB_ESR1
ABLIM2	Exc_L3-5_RORB_ESR1
KLHL32	Exc_L3-5_RORB_ESR1
SSBP3	Exc_L3-5_RORB_ESR1
GABRB2	Exc_L3-5_RORB_ESR1
LRRTM3	Exc_L3-5_RORB_ESR1
SV2B	Exc_L3-5_RORB_ESR1
ZFYVE28	Exc_L3-5_RORB_ESR1
RAP1GAP2	Exc_L3-5_RORB_ESR1
GALNT18	Exc_L3-5_RORB_ESR1
KCNJ3	Exc_L3-5_RORB_ESR1
CCDC85A	Exc_L3-5_RORB_ESR1
SORL1	Exc_L3-5_RORB_ESR1
ITPR1	Exc_L3-5_RORB_ESR1
PDZRN3	Exc_L3-5_RORB_ESR1
GRM1	Exc_L3-5_RORB_ESR1
SND1	Exc_L3-5_RORB_ESR1
NOVA1	Exc_L3-5_RORB_ESR1
SYP	Exc_L3-5_RORB_ESR1
KCNB1	Exc_L3-5_RORB_ESR1
LYST	Exc_L3-5_RORB_ESR1
FMN1	Exc_L3-5_RORB_ESR1
EPB41L2	Exc_L3-5_RORB_ESR1
ADAM23	Exc_L3-5_RORB_ESR1
ATG7	Exc_L3-5_RORB_ESR1
FUT9	Exc_L3-5_RORB_ESR1
CDKL5	Exc_L3-5_RORB_ESR1
STOX2	Exc_L3-5_RORB_ESR1
SCN3A	Exc_L3-5_RORB_ESR1
CMSS1	Exc_L3-5_RORB_ESR1
DLGAP4	Exc_L3-5_RORB_ESR1
ABCA5	Exc_L3-5_RORB_ESR1
VPS13D	Exc_L3-5_RORB_ESR1
ZFYVE9	Exc_L3-5_RORB_ESR1
KIAA1549L	Exc_L3-5_RORB_ESR1
CHST9	Inh_L2-6_LAMP5_CA1
EYA4	Inh_L2-6_LAMP5_CA1
SV2C	Inh_L2-6_LAMP5_CA1
ANO1	Inh_L2-6_LAMP5_CA1
PDGFD	Inh_L2-6_LAMP5_CA1
CA3	Inh_L2-6_LAMP5_CA1
FGF13	Inh_L2-6_LAMP5_CA1
ITGA8	Inh_L2-6_LAMP5_CA1
GAD2	Inh_L2-6_LAMP5_CA1
C20orf100	Inh_L2-6_LAMP5_CA1
KIRREL	Inh_L2-6_LAMP5_CA1
NTNG1	Inh_L2-6_LAMP5_CA1
LTBP1	Inh_L2-6_LAMP5_CA1
CRTAC1	Inh_L2-6_LAMP5_CA1
ALK	Inh_L2-6_LAMP5_CA1
MYO16	Inh_L2-6_LAMP5_CA1
NOS1	Inh_L2-6_LAMP5_CA1
LAMP5	Inh_L2-6_LAMP5_CA1
COL4A2	Inh_L2-6_LAMP5_CA1
PTCHD4	Inh_L2-6_LAMP5_CA1
ZNF536	Inh_L2-6_LAMP5_CA1
SGCZ	Inh_L2-6_LAMP5_CA1
SLC35F4	Inh_L2-6_LAMP5_CA1
PRELID2	Inh_L2-6_LAMP5_CA1
FSTL5	Inh_L2-6_LAMP5_CA1
GNG4	Inh_L2-6_LAMP5_CA1
CDHR3	Inh_L2-6_LAMP5_CA1
NXPH1	Inh_L2-6_LAMP5_CA1
CA8	Inh_L2-6_LAMP5_CA1
SEMA6D	Inh_L2-6_LAMP5_CA1
ADARB2	Inh_L2-6_LAMP5_CA1
SPHKAP	Inh_L2-6_LAMP5_CA1
SLC6A1	Inh_L2-6_LAMP5_CA1
MARCH3	Inh_L2-6_LAMP5_CA1
GRIK1	Inh_L2-6_LAMP5_CA1
FBXL7	Inh_L2-6_LAMP5_CA1
TLE2	Inh_L2-6_LAMP5_CA1
CNTNAP4	Inh_L2-6_LAMP5_CA1
GRIN3A	Inh_L2-6_LAMP5_CA1
KCNAB1	Inh_L2-6_LAMP5_CA1
KIAA1211	Inh_L2-6_LAMP5_CA1
C8orf34	Inh_L2-6_LAMP5_CA1
PIP5K1B	Inh_L2-6_LAMP5_CA1
DSCAML1	Inh_L2-6_LAMP5_CA1
EGFR	Inh_L2-6_LAMP5_CA1
KCNIP1	Inh_L2-6_LAMP5_CA1
ZNF804B	Inh_L2-6_LAMP5_CA1
SDK1	Inh_L2-6_LAMP5_CA1
MTSS1	Inh_L2-6_LAMP5_CA1
KCNC2	Inh_L2-6_LAMP5_CA1
DGKD	Inh_L2-6_LAMP5_CA1
VAV3	Inh_L2-6_LAMP5_CA1
SLIT2	Inh_L2-6_LAMP5_CA1
KIAA1324L	Inh_L2-6_LAMP5_CA1
BCL11B	Inh_L2-6_LAMP5_CA1
DNER	Inh_L2-6_LAMP5_CA1
SGK1	Inh_L2-6_LAMP5_CA1
VWC2	Inh_L2-6_LAMP5_CA1
GRIP2	Inh_L2-6_LAMP5_CA1
COL25A1	Inh_L2-6_LAMP5_CA1
HOMER2	Inh_L2-6_LAMP5_CA1
GAD1	Inh_L2-6_LAMP5_CA1
RPH3A	Inh_L2-6_LAMP5_CA1
TOX	Inh_L2-6_LAMP5_CA1
TCF12	Inh_L2-6_LAMP5_CA1
ST5	Inh_L2-6_LAMP5_CA1
AMMECR1	Inh_L2-6_LAMP5_CA1
PRKD1	Inh_L2-6_LAMP5_CA1
MPDZ	Inh_L2-6_LAMP5_CA1
SCN1A	Inh_L2-6_LAMP5_CA1
SH3RF3	Inh_L2-6_LAMP5_CA1
EXT1	Inh_L2-6_LAMP5_CA1
TENM3	Inh_L2-6_LAMP5_CA1
KLHL29	Inh_L2-6_LAMP5_CA1
FAM110B	Inh_L2-6_LAMP5_CA1
NHS	Inh_L2-6_LAMP5_CA1
NFIB	Inh_L2-6_LAMP5_CA1
CCBE1	Inh_L2-6_LAMP5_CA1
ANK1	Inh_L2-6_LAMP5_CA1
NYAP2	Inh_L2-6_LAMP5_CA1
WWP1	Inh_L2-6_LAMP5_CA1
NKAIN3	Inh_L2-6_LAMP5_CA1
OSBPL3	Inh_L2-6_LAMP5_CA1
CPNE8	Inh_L2-6_LAMP5_CA1
SORCS1	Inh_L2-6_LAMP5_CA1
PTPRM	Inh_L2-6_LAMP5_CA1
ADAM22	Inh_L2-6_LAMP5_CA1
ABCC1	Inh_L2-6_LAMP5_CA1
RERG	Inh_L2-6_LAMP5_CA1
DOCK10	Inh_L2-6_LAMP5_CA1
IGSF11	Inh_L2-6_LAMP5_CA1
TIAM1	Inh_L2-6_LAMP5_CA1
MCTP1	Inh_L2-6_LAMP5_CA1
SUSD4	Inh_L2-6_LAMP5_CA1
COBL	Inh_L2-6_LAMP5_CA1
MPPED1	Inh_L2-6_LAMP5_CA1
GRIK4	Inh_L2-6_LAMP5_CA1
PTPRB	Inh_L2-6_LAMP5_CA1
FRY	Inh_L2-6_LAMP5_CA1
ZMAT4	Inh_L2-6_LAMP5_CA1
PARD3B	Inh_L2-6_LAMP5_CA1
TRERF1	Inh_L2-6_LAMP5_CA1
GTF2IRD1	Inh_L2-6_LAMP5_CA1
GPR158	Inh_L2-6_LAMP5_CA1
VSTM2A	Inh_L2-6_LAMP5_CA1
COLQ	Inh_L2-6_LAMP5_CA1
SNRPN	Inh_L2-6_LAMP5_CA1
ARID5B	Inh_L2-6_LAMP5_CA1
ADRBK2	Inh_L2-6_LAMP5_CA1
EML6	Inh_L2-6_LAMP5_CA1
SLC2A13	Inh_L2-6_LAMP5_CA1
MARCH4	Inh_L2-6_LAMP5_CA1
PTPRO	Inh_L2-6_LAMP5_CA1
PRICKLE2	Inh_L2-6_LAMP5_CA1
CHST11	Inh_L2-6_LAMP5_CA1
FAM135B	Inh_L2-6_LAMP5_CA1
RASGRF1	Inh_L2-6_LAMP5_CA1
NMT2	Inh_L2-6_LAMP5_CA1
RIPOR2	Inh_L2-6_LAMP5_CA1
SRGAP2C	Inh_L2-6_LAMP5_CA1
SPAG16	Inh_L2-6_LAMP5_CA1
ZNF385D	Inh_L2-6_LAMP5_CA1
ANKRD44	Inh_L2-6_LAMP5_CA1
SYNDIG1	Inh_L2-6_LAMP5_CA1
NR6A1	Inh_L2-6_LAMP5_CA1
NRG2	Inh_L2-6_LAMP5_CA1
ZNF462	Inh_L2-6_LAMP5_CA1
MYRIP	Inh_L2-6_LAMP5_CA1
AC116366.7	Inh_L2-6_LAMP5_CA1
ATP8A1	Inh_L2-6_LAMP5_CA1
HCN1	Inh_L2-6_LAMP5_CA1
DOCK9	Inh_L2-6_LAMP5_CA1
BTBD8	Inh_L2-6_LAMP5_CA1
PCDH15	Inh_L2-6_LAMP5_CA1
AIG1	Inh_L2-6_LAMP5_CA1
WSB1	Inh_L2-6_LAMP5_CA1
GREB1L	Inh_L2-6_LAMP5_CA1
GALNT2	Inh_L2-6_LAMP5_CA1
PLPPR1	Inh_L2-6_LAMP5_CA1
WDR19	Inh_L2-6_LAMP5_CA1
TMEFF2	Inh_L2-6_LAMP5_CA1
PDZRN3	Inh_L2-6_LAMP5_CA1
REPS1	Inh_L2-6_LAMP5_CA1
AJAP1	Inh_L2-6_LAMP5_CA1
CACNG3	Inh_L2-6_LAMP5_CA1
SLCO3A1	Inh_L2-6_LAMP5_CA1
SRGAP2B	Inh_L2-6_LAMP5_CA1
HOOK2	Inh_L2-6_LAMP5_CA1
ANAPC10	Inh_L2-6_LAMP5_CA1
MTR	Inh_L2-6_LAMP5_CA1
RAB3C	Inh_L2-6_LAMP5_CA1
PLCL2	Inh_L2-6_LAMP5_CA1
LUZP2	Inh_L2-6_LAMP5_CA1
KCNC1	Inh_L2-6_LAMP5_CA1
FCHSD2	Inh_L2-6_LAMP5_CA1
ANKH	Inh_L2-6_LAMP5_CA1
KCNH5	Inh_L2-6_LAMP5_CA1
PAK7	Inh_L2-6_LAMP5_CA1
PDE10A	Inh_L2-6_LAMP5_CA1
GNAL	Inh_L2-6_LAMP5_CA1
SCAMP5	Inh_L2-6_LAMP5_CA1
LRRC8B	Inh_L2-6_LAMP5_CA1
GPR155	Inh_L2-6_LAMP5_CA1
EPHA3	Inh_L2-6_LAMP5_CA1
TENM1	Inh_L2-6_LAMP5_CA1
REPS2	Inh_L2-6_LAMP5_CA1
PKP4	Inh_L2-6_LAMP5_CA1
PID1	Inh_L2-6_LAMP5_CA1
ATP13A3	Inh_L2-6_LAMP5_CA1
AMPH	Inh_L2-6_LAMP5_CA1
SH3D19	Inh_L2-6_LAMP5_CA1
PKNOX2	Inh_L2-6_LAMP5_CA1
EPHA5	Inh_L2-6_LAMP5_CA1
TPST1	Inh_L2-6_LAMP5_CA1
ST8SIA5	Inh_L2-6_LAMP5_CA1
DIP2B	Inh_L2-6_LAMP5_CA1
MED15	Inh_L2-6_LAMP5_CA1
BACH2	Inh_L2-6_LAMP5_CA1
BRINP2	Inh_L2-6_LAMP5_CA1
RNF150	Inh_L2-6_LAMP5_CA1
ICA1	Inh_L2-6_LAMP5_CA1
RIMBP2	Inh_L2-6_LAMP5_CA1
EXOC2	Inh_L2-6_LAMP5_CA1
RALGPS1	Inh_L2-6_LAMP5_CA1
CHCHD6	Inh_L2-6_LAMP5_CA1
FAM13C	Inh_L2-6_LAMP5_CA1
ATXN7L1	Inh_L2-6_LAMP5_CA1
TTBK2	Inh_L2-6_LAMP5_CA1
NFIC	Inh_L2-6_LAMP5_CA1
ANKS1A	Inh_L2-6_LAMP5_CA1
PAM	Inh_L2-6_LAMP5_CA1
CRTC3	Inh_L2-6_LAMP5_CA1
SCFD2	Inh_L2-6_LAMP5_CA1
KLHL7	Inh_L2-6_LAMP5_CA1
KCNB2	Inh_L2-6_LAMP5_CA1
AGTPBP1	Inh_L2-6_LAMP5_CA1
ITGA9	Inh_L2-6_LAMP5_CA1
SRGAP2	Inh_L2-6_LAMP5_CA1
TCF20	Inh_L2-6_LAMP5_CA1
VGLL4	Inh_L2-6_LAMP5_CA1
NEXMIF	Inh_L2-6_LAMP5_CA1
OSBPL10	Inh_L2-6_LAMP5_CA1
ATP10A	Exc_L5-6_THEMIS_CRABP1
ZNF804B	Exc_L5-6_THEMIS_CRABP1
RGS12	Exc_L5-6_THEMIS_CRABP1
SYNPR	Exc_L5-6_THEMIS_CRABP1
CLSTN2	Exc_L5-6_THEMIS_CRABP1
NWD2	Exc_L5-6_THEMIS_CRABP1
C10orf11	Exc_L5-6_THEMIS_CRABP1
AK5	Exc_L5-6_THEMIS_CRABP1
ZNF804A	Exc_L5-6_THEMIS_CRABP1
CUX1	Exc_L5-6_THEMIS_CRABP1
CADPS2	Exc_L5-6_THEMIS_CRABP1
TRHDE	Exc_L5-6_THEMIS_CRABP1
CPNE4	Exc_L5-6_THEMIS_CRABP1
CACHD1	Exc_L5-6_THEMIS_CRABP1
CNTNAP3B	Exc_L5-6_THEMIS_CRABP1
PDZRN4	Exc_L5-6_THEMIS_CRABP1
GALNT14	Exc_L5-6_THEMIS_CRABP1
SEMA6D	Exc_L5-6_THEMIS_CRABP1
ZNF385B	Exc_L5-6_THEMIS_CRABP1
SATB2	Exc_L5-6_THEMIS_CRABP1
VPS13D	Exc_L5-6_THEMIS_CRABP1
CACNA1E	Exc_L5-6_THEMIS_CRABP1
HS3ST4	Exc_L5-6_THEMIS_CRABP1
MMP16	Exc_L5-6_THEMIS_CRABP1
RXFP1	Exc_L5-6_THEMIS_CRABP1
FMN1	Exc_L5-6_THEMIS_CRABP1
CA10	Exc_L5-6_THEMIS_CRABP1
NIN	Exc_L5-6_THEMIS_CRABP1
ITGB8	Exc_L5-6_THEMIS_CRABP1
ADAMTS19	Exc_L5-6_THEMIS_CRABP1
PDE7A	Exc_L5-6_THEMIS_CRABP1
SORCS3	Exc_L5-6_THEMIS_CRABP1
SETBP1	Exc_L5-6_THEMIS_CRABP1
PLXDC2	Exc_L5-6_THEMIS_CRABP1
SYT7	Exc_L5-6_THEMIS_CRABP1
CTNNA3	Exc_L5-6_THEMIS_CRABP1
NECAB1	Exc_L5-6_THEMIS_CRABP1
KIDINS220	Exc_L5-6_THEMIS_CRABP1
MAGI3	Exc_L5-6_THEMIS_CRABP1
FRAS1	Exc_L5-6_THEMIS_CRABP1
ARHGAP44	Exc_L5-6_THEMIS_CRABP1
TTLL11	Exc_L5-6_THEMIS_CRABP1
MAP2K1	Exc_L5-6_THEMIS_CRABP1
FAM81A	Exc_L5-6_THEMIS_CRABP1
LMO4	Exc_L5-6_THEMIS_CRABP1
LIN7A	Exc_L5-6_THEMIS_CRABP1
LMF1	Exc_L5-6_THEMIS_CRABP1
PLCL1	Exc_L5-6_THEMIS_CRABP1
PCSK2	Exc_L5-6_THEMIS_CRABP1
MGAT5	Exc_L5-6_THEMIS_CRABP1
RAP1GAP	Exc_L5-6_THEMIS_CRABP1
CDH2	Exc_L5-6_THEMIS_CRABP1
ADAM23	Exc_L5-6_THEMIS_CRABP1
NLK	Exc_L5-6_THEMIS_CRABP1
GNAO1	Exc_L5-6_THEMIS_CRABP1
SH3GL2	Exc_L5-6_THEMIS_CRABP1
ST8SIA5	Exc_L5-6_THEMIS_CRABP1
PKD1	Exc_L5-6_THEMIS_CRABP1
TMEM178A	Exc_L5-6_THEMIS_CRABP1
ACTN1	Exc_L5-6_THEMIS_CRABP1
ATP6V1H	Exc_L5-6_THEMIS_CRABP1
CACNB4	Exc_L5-6_THEMIS_CRABP1
ADAM22	Exc_L5-6_THEMIS_CRABP1
KCTD1	Exc_L5-6_THEMIS_CRABP1
SV2B	Exc_L5-6_THEMIS_CRABP1
KIAA1211L	Exc_L5-6_THEMIS_CRABP1
SNED1	Exc_L5-6_THEMIS_CRABP1
EPB41L4B	Exc_L5-6_THEMIS_CRABP1
DSCAML1	Exc_L5-6_THEMIS_CRABP1
RNF144A	Exc_L5-6_THEMIS_CRABP1
FAM19A4	Inh_L2-5_PVALB_SCUBE3
PLEKHH2	Inh_L2-5_PVALB_SCUBE3
CA8	Inh_L2-5_PVALB_SCUBE3
ADAM12	Inh_L2-5_PVALB_SCUBE3
SDK1	Inh_L2-5_PVALB_SCUBE3
ZNF385D	Inh_L2-5_PVALB_SCUBE3
SLC9A9	Inh_L2-5_PVALB_SCUBE3
ALK	Inh_L2-5_PVALB_SCUBE3
TMEM132C	Inh_L2-5_PVALB_SCUBE3
THSD7A	Inh_L2-5_PVALB_SCUBE3
ANK1	Inh_L2-5_PVALB_SCUBE3
RYR1	Inh_L2-5_PVALB_SCUBE3
COL12A1	Inh_L2-5_PVALB_SCUBE3
ITGA8	Inh_L2-5_PVALB_SCUBE3
KCNAB1	Inh_L2-5_PVALB_SCUBE3
MYO16	Inh_L2-5_PVALB_SCUBE3
FGF13	Inh_L2-5_PVALB_SCUBE3
PLCXD3	Inh_L2-5_PVALB_SCUBE3
MYO1B	Inh_L2-5_PVALB_SCUBE3
ZNF536	Inh_L2-5_PVALB_SCUBE3
CNTNAP3B	Inh_L2-5_PVALB_SCUBE3
HS6ST2	Inh_L2-5_PVALB_SCUBE3
RUNX2	Inh_L2-5_PVALB_SCUBE3
TENM1	Inh_L2-5_PVALB_SCUBE3
LHFPL3	Inh_L2-5_PVALB_SCUBE3
COL21A1	Inh_L2-5_PVALB_SCUBE3
CALN1	Inh_L2-5_PVALB_SCUBE3
TRPC4	Inh_L2-5_PVALB_SCUBE3
VWC2	Inh_L2-5_PVALB_SCUBE3
CNTNAP3	Inh_L2-5_PVALB_SCUBE3
OSBPL3	Inh_L2-5_PVALB_SCUBE3
ADAMTS17	Inh_L2-5_PVALB_SCUBE3
GULP1	Inh_L2-5_PVALB_SCUBE3
BCL11B	Inh_L2-5_PVALB_SCUBE3
ADCY8	Inh_L2-5_PVALB_SCUBE3
RASSF8	Inh_L2-5_PVALB_SCUBE3
COL4A2	Inh_L2-5_PVALB_SCUBE3
ZNF804A	Inh_L2-5_PVALB_SCUBE3
RBMS1	Inh_L2-5_PVALB_SCUBE3
TMTC1	Inh_L2-5_PVALB_SCUBE3
MB21D2	Inh_L2-5_PVALB_SCUBE3
PLD5	Inh_L2-5_PVALB_SCUBE3
KIAA1456	Inh_L2-5_PVALB_SCUBE3
MTUS1	Inh_L2-5_PVALB_SCUBE3
KIAA1211	Inh_L2-5_PVALB_SCUBE3
OPRD1	Inh_L2-5_PVALB_SCUBE3
