Gene	ModuleColor	kWithin	ModuleName
CCT2	darkgreen	2.73121490110396	WM5
CETN2	darkgreen	1.45289237650878	WM5
CHCHD7	darkgreen	1.53872067303503	WM5
COA7	darkgreen	1.7502660163861	WM5
COQ7	darkgreen	2.90500763545438	WM5
CREG2	darkgreen	2.79382303941586	WM5
CSDE1	darkgreen	3.47937955857768	WM5
DNAJA1	darkgreen	5.96991657770538	WM5
DNAJC8	darkgreen	2.01995399327303	WM5
DRD1	darkgreen	3.40620145069295	WM5
DSTN	darkgreen	5.56924746165008	WM5
EID2B	darkgreen	3.4069460731714	WM5
EIF2S1	darkgreen	1.15638194488483	WM5
ERLEC1	darkgreen	5.06932579467709	WM5
FAM161B	darkgreen	5.4707594989519	WM5
FAM20B	darkgreen	1.46644811097323	WM5
G3BP2	darkgreen	5.44091414846385	WM5
GID4	darkgreen	4.24266385814813	WM5
GTF3C4	darkgreen	3.02263379673312	WM5
HACD3	darkgreen	5.35422184606866	WM5
HMGB3	darkgreen	0.50780870718228	WM5
HNRNPH2	darkgreen	1.58849430828704	WM5
HPRT1	darkgreen	1.93512608684395	WM5
HSPA9	darkgreen	2.29816176468933	WM5
MAGEF1	darkgreen	5.66654837471298	WM5
MARCH9	darkgreen	0.670843420115038	WM5
MCM4	darkgreen	6.253808607666	WM5
MORF4L2	darkgreen	6.61701014834083	WM5
MRPL57	darkgreen	1.70925574571285	WM5
MSL3	darkgreen	0.798347580287886	WM5
NAP1L5	darkgreen	3.56093491210241	WM5
NAPB	darkgreen	1.81736749181666	WM5
NARS	darkgreen	4.86329336673213	WM5
NBR1	darkgreen	1.13030711275766	WM5
NDUFAF1	darkgreen	3.23403106352366	WM5
NDUFAF4	darkgreen	1.7186252195853	WM5
PEG10	darkgreen	1.3058495183043	WM5
PGM2L1	darkgreen	5.78200699329321	WM5
PJA2	darkgreen	6.53467916064078	WM5
POLE3	darkgreen	1.88962109329531	WM5
POLR2B	darkgreen	1.91837113454937	WM5
PPIL1	darkgreen	1.60896995573294	WM5
PSD3	darkgreen	1.69591298874899	WM5
PSMA5	darkgreen	1.75594469420537	WM5
PSMD7	darkgreen	4.0446881457721	WM5
RAB39B	darkgreen	2.47121324173661	WM5
RAB3C	darkgreen	2.25231678952454	WM5
RAD21	darkgreen	0.533291209668351	WM5
RAN	darkgreen	3.69527018184966	WM5
RBM8A	darkgreen	3.29785344623244	WM5
RPP14	darkgreen	1.50856052279455	WM5
RSL1D1	darkgreen	2.58547077743835	WM5
SACS	darkgreen	6.30125270386099	WM5
SAR1A	darkgreen	1.62254411987313	WM5
SARAF	darkgreen	3.99654267954127	WM5
SERINC3	darkgreen	4.39034734569782	WM5
SKP1	darkgreen	1.44475945894532	WM5
STRAP	darkgreen	4.42074046338236	WM5
SYNJ1	darkgreen	2.72918736347402	WM5
TCP1	darkgreen	7.48332875498188	WM5
TMEM74	darkgreen	0.326062360902984	WM5
TSN	darkgreen	3.67022402938409	WM5
UBE2K	darkgreen	1.70983365920614	WM5
UQCRB	darkgreen	3.17710476746216	WM5
WDR12	darkgreen	0.630580258542943	WM5
WDR48	darkgreen	2.68455482550504	WM5
XRCC5	darkgreen	3.89492720018152	WM5
YPEL5	darkgreen	1.57912042115987	WM5
YWHAZ	darkgreen	3.88158913565428	WM5
ZNF25	darkgreen	1.84231120945904	WM5
ZNF483	darkgreen	3.90735697880008	WM5
ALKBH8	darkgrey	7.24458167786955	WM6
AMACR	darkgrey	0.500079514452248	WM6
BBOF1	darkgrey	0.902101558023147	WM6
BRCC3	darkgrey	10.3273466327946	WM6
BRWD1	darkgrey	4.19061022796828	WM6
C7orf25	darkgrey	8.19477726996749	WM6
CBWD5	darkgrey	3.02457368973411	WM6
CCDC102B	darkgrey	5.88055723599437	WM6
CCDC178	darkgrey	4.35749926514765	WM6
CCDC181	darkgrey	2.93399817395308	WM6
CCDC68	darkgrey	1.97588078054537	WM6
CEP120	darkgrey	5.09432276755013	WM6
CEP57	darkgrey	6.022583566348	WM6
CFAP69	darkgrey	6.19891345646179	WM6
CKAP2	darkgrey	1.61652199283141	WM6
CROT	darkgrey	4.04404161963739	WM6
CSTF2	darkgrey	3.88204219022637	WM6
CUZD1	darkgrey	2.39471881849788	WM6
CYP2R1	darkgrey	7.51446347103544	WM6
DNAJC24	darkgrey	6.46120601050819	WM6
DYNLRB2	darkgrey	8.06388912372032	WM6
DZIP3	darkgrey	4.30092575246212	WM6
EFCAB7	darkgrey	3.89867804856611	WM6
ENO4	darkgrey	6.54009837141251	WM6
ERCC6L2	darkgrey	6.85386848631734	WM6
ERICH2	darkgrey	3.72932126568302	WM6
FAM133A	darkgrey	3.37333050211692	WM6
FAM204A	darkgrey	3.15527801928464	WM6
FANCM	darkgrey	5.62094702792763	WM6
FBXO4	darkgrey	6.14182139619504	WM6
HSPB11	darkgrey	5.50141725619695	WM6
KBTBD12	darkgrey	6.04546923722285	WM6
KDM4D	darkgrey	1.5659705722319	WM6
KIAA1841	darkgrey	0.68566449663086	WM6
LIPJ	darkgrey	3.54882470587124	WM6
LRRC17	darkgrey	3.14037711360666	WM6
LRRC34	darkgrey	3.67791796400727	WM6
MDM1	darkgrey	3.95630648308665	WM6
METTL25	darkgrey	6.93055188454132	WM6
MRPL39	darkgrey	4.70783719413551	WM6
MRPS9	darkgrey	3.10031386939399	WM6
MTERF2	darkgrey	4.30617811208709	WM6
NAE1	darkgrey	2.85783098457676	WM6
NKAPL	darkgrey	5.62203385829802	WM6
NUDCD1	darkgrey	4.92739949839702	WM6
NUDT6	darkgrey	4.33355996956672	WM6
NUDT9	darkgrey	4.65891472052272	WM6
OSBPL8	darkgrey	2.80083783393843	WM6
PHF14	darkgrey	2.77816202718248	WM6
PM20D2	darkgrey	4.38128674751683	WM6
PRMT9	darkgrey	2.53981230707442	WM6
PRPF18	darkgrey	3.12935284601729	WM6
PUS7L	darkgrey	6.80385907282697	WM6
RP11-500M8.7	darkgrey	1.7198796140673	WM6
RP9	darkgrey	1.40083257617477	WM6
RPL36A-HNRNPH2	darkgrey	2.35353737414122	WM6
SLC35G1	darkgrey	2.08876748782842	WM6
SLMAP	darkgrey	1.7285733945887	WM6
SMC6	darkgrey	5.78721503317169	WM6
SNX14	darkgrey	4.90984603367013	WM6
SOS1	darkgrey	5.21860642285774	WM6
SPATA17	darkgrey	5.0387298931466	WM6
SRSF11	darkgrey	0.800204572210233	WM6
STIM2	darkgrey	2.72470000480776	WM6
STX17	darkgrey	3.74673502723141	WM6
SYCE1L	darkgrey	0.863470275221855	WM6
SYCP2	darkgrey	1.80869427629063	WM6
TGS1	darkgrey	2.92949829811307	WM6
TIGD7	darkgrey	7.10100754161001	WM6
UBA5	darkgrey	6.59317983021531	WM6
UPRT	darkgrey	6.14130269289922	WM6
USP25	darkgrey	3.46326368173758	WM6
USP44	darkgrey	2.45554294314913	WM6
VPS50	darkgrey	8.45165018833774	WM6
WDR35	darkgrey	5.66830921706029	WM6
XPA	darkgrey	5.24551474876809	WM6
XRCC2	darkgrey	4.4725977054295	WM6
ZBED9	darkgrey	3.16648279729701	WM6
ZNF182	darkgrey	6.40733024793072	WM6
ZNF200	darkgrey	3.01935997991326	WM6
ZNF214	darkgrey	2.2128956031594	WM6
ZNF221	darkgrey	4.45259248902212	WM6
ZNF224	darkgrey	7.44635736113722	WM6
ZNF334	darkgrey	3.5395209540788	WM6
ZNF441	darkgrey	8.37951523296368	WM6
ZNF510	darkgrey	3.05547010543996	WM6
ZNF563	darkgrey	1.5530591850342	WM6
ZNF596	darkgrey	2.52045908297699	WM6
ZRANB2	darkgrey	6.43475420030456	WM6
ANKRD30BL	darkorange	2.34585937427152	WM7
ARHGAP28	darkorange	6.36381552851346	WM7
ARHGEF33	darkorange	3.23978612476594	WM7
ARMC2	darkorange	1.13919676435507	WM7
ASB7	darkorange	2.22645898994736	WM7
ASXL3	darkorange	5.54480644820479	WM7
ATF7IP2	darkorange	8.64780196764434	WM7
C10orf67	darkorange	2.05795325320236	WM7
CCDC148	darkorange	5.47908787380349	WM7
CCDC171	darkorange	2.50153411913447	WM7
CDH10	darkorange	4.30148518850683	WM7
CDH12	darkorange	3.13706724216316	WM7
CDH18	darkorange	3.73989232355429	WM7
CDH9	darkorange	9.8110090110779	WM7
CEP70	darkorange	0.798732028498829	WM7
CFAP52	darkorange	2.21547570961293	WM7
CFAP70	darkorange	4.57409770261452	WM7
CNTN3	darkorange	5.74232554574294	WM7
CNTN5	darkorange	6.96659567755574	WM7
CYP2C8	darkorange	2.94181015664892	WM7
DMGDH	darkorange	4.27782255212541	WM7
DNAH14	darkorange	2.4758721189786	WM7
DNAH6	darkorange	9.55352034458886	WM7
DNAH7	darkorange	8.30991497571366	WM7
DNAH9	darkorange	5.93804067772923	WM7
DTWD2	darkorange	2.02755906306484	WM7
EML5	darkorange	4.73307179851343	WM7
ENTPD3	darkorange	3.21814389638151	WM7
EPHA6	darkorange	9.47388531012333	WM7
ESYT3	darkorange	1.83373242029923	WM7
FBXL13	darkorange	7.31857475378445	WM7
FBXL2	darkorange	1.52191332002121	WM7
FGFR1OP	darkorange	4.69678498893933	WM7
GPR135	darkorange	2.02175485236776	WM7
GPR39	darkorange	3.52139999379689	WM7
GRIA4	darkorange	5.1145887371974	WM7
GRM1	darkorange	6.62210520998334	WM7
GULP1	darkorange	8.54966308990682	WM7
HYDIN	darkorange	0.710458572816304	WM7
IGFL4	darkorange	2.06869702784851	WM7
INPP4B	darkorange	4.69488309519526	WM7
IQCH	darkorange	1.56657372159726	WM7
ISPD	darkorange	1.81215627533743	WM7
KIAA0825	darkorange	5.292673902154	WM7
KIAA2012	darkorange	3.88865661985415	WM7
LIN28B	darkorange	2.58304723328296	WM7
LRGUK	darkorange	0.798738269550669	WM7
LRRC37B	darkorange	1.84669606529777	WM7
MACROD2	darkorange	2.19945042963139	WM7
MICU1	darkorange	2.5807371762415	WM7
MS4A8	darkorange	2.74048570127426	WM7
N4BP2L1	darkorange	4.95120254690698	WM7
NBPF15	darkorange	3.2623920075243	WM7
NBPF3	darkorange	3.52745602065359	WM7
NDST3	darkorange	2.82437107621059	WM7
NEK10	darkorange	6.72429397338128	WM7
NEK11	darkorange	9.3066066649374	WM7
NME7	darkorange	7.50483583175441	WM7
NYAP2	darkorange	5.71048603122614	WM7
PACRG	darkorange	5.839933778267	WM7
PCDH11X	darkorange	2.97489797935466	WM7
PCED1B	darkorange	3.64708797075892	WM7
PLEKHA5	darkorange	6.02901443067776	WM7
PPHLN1	darkorange	2.17376773194383	WM7
RPS6KA6	darkorange	6.52561734279612	WM7
SAMD3	darkorange	4.47390766808916	WM7
SCPEP1	darkorange	2.22202715721624	WM7
SLC12A1	darkorange	2.00642092799323	WM7
SLC26A4	darkorange	4.0471065111529	WM7
SMIM8	darkorange	3.8009972750915	WM7
SPATA6L	darkorange	5.10376081323966	WM7
SPEF2	darkorange	7.15551958798417	WM7
SPICE1	darkorange	4.71754075517987	WM7
SYNPR	darkorange	1.80261619542232	WM7
TBC1D31	darkorange	1.8517144598288	WM7
TCAIM	darkorange	2.14253342102537	WM7
TMEM108	darkorange	4.93609874192848	WM7
TMEM232	darkorange	3.69852610339364	WM7
TOX3	darkorange	6.64014866228232	WM7
TTC6	darkorange	11.3945154671464	WM7
UPP2	darkorange	4.50804765696019	WM7
WWC2	darkorange	4.86359158117975	WM7
ZNF420	darkorange	1.85680502689996	WM7
ZNF831	darkorange	4.63862700093365	WM7
ABI1	darkred	1.80793066166941	WM8
ACAA2	darkred	1.08148165853743	WM8
ANOS1	darkred	3.47016147577986	WM8
AQP4	darkred	3.43717555703676	WM8
AQR	darkred	6.87065791544837	WM8
ARL5A	darkred	5.86279499789795	WM8
ARL5B	darkred	2.1501154691395	WM8
ASPH	darkred	1.77727158608936	WM8
ASPN	darkred	1.65843098098276	WM8
BCL2L11	darkred	2.53943680157345	WM8
BTG3	darkred	3.9553456211054	WM8
CASP7	darkred	0.657322626860875	WM8
CENPN	darkred	0.666082766301974	WM8
CFI	darkred	1.08682381010337	WM8
CLEC2B	darkred	2.70445075527064	WM8
CSGALNACT2	darkred	2.73862115252344	WM8
CSNK1A1	darkred	2.63645964222931	WM8
CYBRD1	darkred	2.44346984616117	WM8
DPY19L3	darkred	5.71517084237088	WM8
DYRK3	darkred	1.67795763382764	WM8
EDEM3	darkred	5.42489981946055	WM8
FAM181B	darkred	1.35842697626483	WM8
FAM196A	darkred	3.49459133273786	WM8
FAM46A	darkred	4.37804601923274	WM8
FAM91A1	darkred	4.49114023222418	WM8
FBXO5	darkred	5.40274608555909	WM8
FERMT2	darkred	2.4319458398013	WM8
FGF2	darkred	5.5580674130364	WM8
FGL2	darkred	4.24862158834028	WM8
FIBIN	darkred	2.41457496914889	WM8
FKBP14	darkred	4.71694493833612	WM8
FNDC3A	darkred	3.66661373879255	WM8
FYTTD1	darkred	2.10740125230053	WM8
GNB4	darkred	6.53505960133935	WM8
GNG12	darkred	4.16110535604637	WM8
GPR137B	darkred	2.54917702195429	WM8
GSTO1	darkred	1.70814256102458	WM8
HAS2	darkred	1.30867257248308	WM8
ID4	darkred	4.51079589953753	WM8
IL33	darkred	4.31131566280085	WM8
IPMK	darkred	2.26755691597895	WM8
ITGAV	darkred	2.74974929465522	WM8
KBTBD8	darkred	3.494402977856	WM8
KLHL15	darkred	2.0009311387678	WM8
LGALS3	darkred	4.40929701738859	WM8
LPAR4	darkred	2.25142098015498	WM8
LUM	darkred	2.84194291673108	WM8
MAP3K2	darkred	6.19501716905447	WM8
MARCH7	darkred	5.67809273762471	WM8
MBD2	darkred	0.86518138338931	WM8
MCMBP	darkred	1.01457244619503	WM8
MIER3	darkred	3.5708369983441	WM8
NAA50	darkred	1.50008653730928	WM8
NAMPT	darkred	4.58946362199422	WM8
NIFK	darkred	2.56105257769652	WM8
OSGIN2	darkred	2.3718476028701	WM8
PAWR	darkred	4.44762686498141	WM8
PDGFRA	darkred	4.03114651080756	WM8
PGM2	darkred	1.71398780963765	WM8
PIK3C2A	darkred	0.635114747757854	WM8
PLOD2	darkred	3.27928828194236	WM8
PLSCR4	darkred	2.82881196175603	WM8
PMP2	darkred	1.67799321652204	WM8
PON2	darkred	4.18833767136796	WM8
PTBP3	darkred	2.36020325948167	WM8
PTN	darkred	2.32071224219442	WM8
PTPRZ1	darkred	5.88329365783758	WM8
RAB39A	darkred	5.10570209577888	WM8
RBM15	darkred	1.31990104366463	WM8
RCBTB2	darkred	5.56271346152945	WM8
RDH10	darkred	2.05231197725468	WM8
RHOQ	darkred	2.13718348368991	WM8
RND3	darkred	1.32855850822297	WM8
RNF139	darkred	3.99700575571809	WM8
SALL3	darkred	1.88433781025173	WM8
SCYL2	darkred	3.27126284467379	WM8
SLC30A1	darkred	1.95891968879566	WM8
SLC4A7	darkred	2.82888939541911	WM8
SLC7A11	darkred	2.94598016504544	WM8
SOCS4	darkred	2.65656671939917	WM8
SOX4	darkred	3.33925062345233	WM8
SPRED1	darkred	2.59414752968276	WM8
SS18	darkred	6.11539403977613	WM8
STK17B	darkred	4.7976267273085	WM8
SUZ12	darkred	3.75880900542401	WM8
TGFB2	darkred	2.33348600062147	WM8
TMEM255A	darkred	1.45742501096685	WM8
TMEM47	darkred	5.72184270459623	WM8
TRA2B	darkred	1.14131201540874	WM8
TSPAN12	darkred	2.16645397113526	WM8
USP38	darkred	2.01007885252424	WM8
VGLL3	darkred	3.10310925885428	WM8
WNT5A	darkred	4.04601740281414	WM8
WTAP	darkred	2.39453602929713	WM8
AATK	darkturquoise	8.0884338831104	WM9
ABCA2	darkturquoise	6.4627617862874	WM9
ACTN4	darkturquoise	2.5115205386576	WM9
ADCY5	darkturquoise	7.78435468628722	WM9
AP2S1	darkturquoise	1.9142295491564	WM9
ARHGAP1	darkturquoise	3.15757995367647	WM9
ARHGEF2	darkturquoise	3.25685986900912	WM9
ARIH2	darkturquoise	4.37875472547934	WM9
BAHCC1	darkturquoise	4.19876013876098	WM9
BCL2L1	darkturquoise	6.69971213361289	WM9
BIN1	darkturquoise	6.04811758253371	WM9
C9orf114	darkturquoise	6.9752978191319	WM9
CACTIN	darkturquoise	0.922123896362665	WM9
CCDC157	darkturquoise	3.38844542085436	WM9
CLK3	darkturquoise	4.03419526914808	WM9
CNNM4	darkturquoise	2.11650821695521	WM9
COL16A1	darkturquoise	2.93642511603082	WM9
COPA	darkturquoise	7.48274587430837	WM9
CTDSP2	darkturquoise	1.68278287543832	WM9
CTNNBIP1	darkturquoise	1.44947232608005	WM9
DAGLB	darkturquoise	0.994122368524232	WM9
DENND4B	darkturquoise	3.69044879602393	WM9
DNM2	darkturquoise	4.01771268346969	WM9
DPH1	darkturquoise	3.4787341259342	WM9
ELMSAN1	darkturquoise	2.40265057895832	WM9
ENTHD2	darkturquoise	1.54797665827686	WM9
EPG5	darkturquoise	2.52244809015988	WM9
FAAH	darkturquoise	1.95411005198158	WM9
FOXP4	darkturquoise	1.77121944409292	WM9
FTO	darkturquoise	1.72751055514182	WM9
GGA1	darkturquoise	2.85037536191267	WM9
GIPC1	darkturquoise	4.02437942403454	WM9
GPR137	darkturquoise	3.50355005812955	WM9
GTF3C5	darkturquoise	1.46830650913055	WM9
GTPBP1	darkturquoise	3.52252765962271	WM9
HDAC11	darkturquoise	4.25419196343801	WM9
HID1	darkturquoise	5.35009890790425	WM9
HIP1R	darkturquoise	1.64964691940893	WM9
HSF1	darkturquoise	4.86978574747441	WM9
ILVBL	darkturquoise	1.53913978738946	WM9
INF2	darkturquoise	3.79663694638763	WM9
IPO13	darkturquoise	5.6886693923396	WM9
KRBA1	darkturquoise	2.17825746348027	WM9
LGI3	darkturquoise	5.12149373080023	WM9
LSS	darkturquoise	3.95994594621686	WM9
MED22	darkturquoise	3.15323370243299	WM9
MYH14	darkturquoise	3.14759486116609	WM9
MYO18A	darkturquoise	5.29160707808847	WM9
NFASC	darkturquoise	7.96671603764026	WM9
NR2C2	darkturquoise	4.22651978068604	WM9
PCBP4	darkturquoise	4.66153532248402	WM9
PCIF1	darkturquoise	2.9530543121415	WM9
PER1	darkturquoise	1.63620306130159	WM9
PGS1	darkturquoise	3.41799459575209	WM9
PHF12	darkturquoise	6.15542024485	WM9
PHF2	darkturquoise	5.93706174945388	WM9
PICK1	darkturquoise	1.40021831241402	WM9
PLA2G6	darkturquoise	3.62537583331484	WM9
PLBD2	darkturquoise	1.7183257294858	WM9
PLXNB1	darkturquoise	5.50081399443846	WM9
PLXNB3	darkturquoise	2.59032631370015	WM9
POLG	darkturquoise	1.29451318930663	WM9
PPP1R12B	darkturquoise	3.80635248502765	WM9
PRCC	darkturquoise	2.98069084979262	WM9
RALGDS	darkturquoise	2.79538445261681	WM9
REC8	darkturquoise	2.30101973005423	WM9
RNH1	darkturquoise	3.90700820055578	WM9
SDHA	darkturquoise	5.3516804554808	WM9
SEMA4C	darkturquoise	4.63268312464916	WM9
SF1	darkturquoise	3.71563059721715	WM9
SIRT7	darkturquoise	2.26176292675624	WM9
SLC48A1	darkturquoise	5.05304425982224	WM9
SMARCD1	darkturquoise	2.77161218144773	WM9
SOGA1	darkturquoise	2.11646977789421	WM9
SRCIN1	darkturquoise	4.65604739433404	WM9
SREBF1	darkturquoise	2.55038032452394	WM9
STAT2	darkturquoise	4.83543288803616	WM9
SYVN1	darkturquoise	1.89069303149778	WM9
TBC1D16	darkturquoise	1.54332445145033	WM9
TFDP1	darkturquoise	1.95130047258871	WM9
TNS2	darkturquoise	4.03545285867013	WM9
TRAPPC6A	darkturquoise	5.36591666914499	WM9
UBE3B	darkturquoise	3.74408766479471	WM9
URM1	darkturquoise	4.00088901450366	WM9
USP31	darkturquoise	2.90950375776713	WM9
VRK3	darkturquoise	1.87934610276718	WM9
WWP2	darkturquoise	2.27783346931516	WM9
XPNPEP1	darkturquoise	4.09994204473723	WM9
XPO6	darkturquoise	2.57643520293802	WM9
XRCC1	darkturquoise	2.17704917458715	WM9
YPEL2	darkturquoise	5.76962489953216	WM9
ZNF213	darkturquoise	2.32168007888678	WM9
ZZEF1	darkturquoise	3.16717129959995	WM9
AACS	green	30.5555003674558	WM10
AARS2	green	4.53603835050322	WM10
ABCB9	green	24.1234682610585	WM10
ABCC5	green	19.6801112512137	WM10
ABCC8	green	8.21256764614878	WM10
ABLIM2	green	32.5949614299502	WM10
ACAA1	green	9.03768880732793	WM10
ACOX3	green	5.18533865210098	WM10
ADAMTS10	green	13.1713065849976	WM10
ADARB2	green	14.0519438379377	WM10
ADCK3	green	13.972491385811	WM10
ADCY3	green	12.5227202713795	WM10
ADCY9	green	8.95409706574642	WM10
AHDC1	green	19.6633044502446	WM10
AKAP8L	green	23.4425426161191	WM10
AKT2	green	14.1059813833998	WM10
ANK1	green	10.9865460383837	WM10
ANKH	green	13.9331530706559	WM10
ANKRD24	green	14.8047464812234	WM10
AP5B1	green	3.79012813129826	WM10
APBA1	green	10.7550874854167	WM10
ARHGAP33	green	14.4990436087973	WM10
ARHGAP44	green	21.3147294360648	WM10
ARHGEF11	green	31.7039275762298	WM10
ARHGEF4	green	9.69317501717958	WM10
ARID1A	green	14.793620075409	WM10
ARRDC1	green	4.51894504771464	WM10
ASCC2	green	15.7076952381516	WM10
ASTN1	green	15.9956101736309	WM10
ATG4B	green	2.26642268615106	WM10
ATP8B2	green	22.7322628929696	WM10
ATXN7L1	green	18.7441407690765	WM10
BCL11A	green	18.3427496474597	WM10
BEGAIN	green	27.9885574747211	WM10
BLCAP	green	12.3084662994698	WM10
BRD4	green	19.8442241549547	WM10
BRF1	green	8.8538075562523	WM10
BRINP2	green	11.9126061293434	WM10
C14orf159	green	23.8544413611458	WM10
C20orf194	green	2.63859105670209	WM10
C2orf72	green	4.7516033353142	WM10
C4orf50	green	12.4537799877814	WM10
C7orf50	green	14.4387120396393	WM10
CABLES1	green	24.5190691345627	WM10
CACNA1A	green	33.8646541406921	WM10
CACNA2D3	green	9.39204473705271	WM10
CACNG3	green	20.5089536414237	WM10
CACNG7	green	25.1830926147337	WM10
CAMTA1	green	6.40303407035758	WM10
CAND2	green	19.1066797196073	WM10
CARS2	green	4.63361155085786	WM10
CBFA2T2	green	9.98555028621425	WM10
CCDC57	green	27.7771627848949	WM10
CDC25B	green	9.5521385633968	WM10
CDH22	green	5.16534438042974	WM10
CDH4	green	8.13485256395911	WM10
CDK10	green	4.9629807907049	WM10
CDK5RAP1	green	8.40703169141797	WM10
CEP164	green	8.27672135050082	WM10
CEP250	green	10.4236401062475	WM10
CERS4	green	6.97583427094178	WM10
CFAP161	green	6.12158131927686	WM10
CHCHD6	green	14.6090376471248	WM10
CHD6	green	9.18128211732416	WM10
CHFR	green	5.54934298303127	WM10
CHST12	green	15.4290636126652	WM10
CLEC16A	green	30.1922044251323	WM10
CLPB	green	29.2056364141268	WM10
CMIP	green	20.3714809179123	WM10
CNIH3	green	7.04402794930941	WM10
CNNM1	green	19.461850737693	WM10
CNNM2	green	16.8782703615911	WM10
CNTFR	green	22.1978459663868	WM10
COL26A1	green	15.0664709760956	WM10
COL7A1	green	6.52055844865782	WM10
CORO2B	green	13.4790722527371	WM10
CORO6	green	8.65842995517577	WM10
CREBBP	green	31.5104321510971	WM10
CRHR1	green	16.4314192232376	WM10
CTIF	green	36.1614711367609	WM10
CUL9	green	14.0013551559676	WM10
CUX2	green	18.9953225475704	WM10
DAPK1	green	27.262795343015	WM10
DCHS1	green	16.2461771603219	WM10
DEPDC5	green	10.9628380460838	WM10
DGCR2	green	10.098887775697	WM10
DHDDS	green	12.5395417362892	WM10
DIDO1	green	14.0183761350479	WM10
DLG5	green	11.8123530986198	WM10
DLGAP2	green	14.733912381434	WM10
DLGAP3	green	20.2780333616045	WM10
DNAH1	green	16.1212217194028	WM10
DNAJB12	green	5.2320439392633	WM10
DNAJC11	green	27.2182274269688	WM10
DNMT3A	green	11.7483822555862	WM10
DOPEY2	green	8.70707915575983	WM10
DPP6	green	26.3609476329124	WM10
DTX1	green	21.6756871826292	WM10
ECSIT	green	10.8330788084741	WM10
EDC3	green	13.7641329697703	WM10
EP400	green	15.9514483318421	WM10
EPHA10	green	6.54836271435413	WM10
EPHB2	green	24.6236074857075	WM10
EPS15L1	green	12.9796629330909	WM10
ERGIC1	green	28.413411026825	WM10
ERI3	green	22.5419992178393	WM10
EVL	green	37.1245120890799	WM10
EXT1	green	7.32967834182595	WM10
FAM101A	green	10.7250730475825	WM10
FAM171A1	green	24.135319841103	WM10
FAM193A	green	9.0493108364146	WM10
FAM219A	green	34.5723956146858	WM10
FAM73B	green	8.91107887999264	WM10
FAM78B	green	12.7871633927098	WM10
FBRSL1	green	18.5844316803623	WM10
FBXO18	green	8.02717071553149	WM10
FBXO42	green	6.88096738308881	WM10
FBXO46	green	14.5671957432629	WM10
FGF17	green	7.25010142260597	WM10
FHL2	green	8.60041377943889	WM10
FLNB	green	10.2430614422734	WM10
FLYWCH1	green	3.63268722026294	WM10
FN3K	green	7.25770283907588	WM10
FSD1	green	20.8614784746095	WM10
GALNT8	green	25.4891822602652	WM10
GALNT9	green	28.9809179850691	WM10
GAS8	green	9.66187893673445	WM10
GATSL2	green	9.03032168750702	WM10
GBF1	green	17.6949135557818	WM10
GDAP1L1	green	11.429386230117	WM10
GFRA2	green	5.87886473498915	WM10
GGA2	green	13.6298290328395	WM10
GGT7	green	14.0877523166739	WM10
GIT2	green	24.3905273781321	WM10
GLT1D1	green	14.4443815133712	WM10
GRAMD4	green	3.90897932298899	WM10
GREB1	green	9.68525035798534	WM10
GRIK3	green	5.25613727555663	WM10
GRIK5	green	21.6249899180489	WM10
GTF2IRD1	green	8.27752778880054	WM10
GYS1	green	7.00151745447993	WM10
H2AFY	green	6.13802837138369	WM10
HECW1	green	15.6622190755729	WM10
HIVEP3	green	9.89884490330284	WM10
HKR1	green	10.621494266977	WM10
HPCAL1	green	25.6827819510227	WM10
HUNK	green	13.8705007496425	WM10
IFT122	green	4.65292138065812	WM10
IFT140	green	16.9136083452584	WM10
IFT172	green	37.4472397350268	WM10
IFT43	green	8.21435651895145	WM10
IGHMBP2	green	3.79352811158184	WM10
IGSF21	green	17.2351999184945	WM10
INTS3	green	14.0573900416491	WM10
JAKMIP1	green	14.0987632031329	WM10
KALRN	green	30.4576723272032	WM10
KANSL3	green	13.0758722859115	WM10
KAZN	green	31.2321158942036	WM10
KCNC3	green	11.2345719118646	WM10
KCTD1	green	10.7319188938556	WM10
KDM2B	green	17.7306401198063	WM10
KDM4A	green	9.45100919433189	WM10
KDM4B	green	8.61213179294854	WM10
KDM5C	green	6.89449820612806	WM10
KIAA0319L	green	6.86834339309117	WM10
KIAA0556	green	30.2570199521211	WM10
KIAA1324	green	19.8148232377342	WM10
KIAA1671	green	21.1257721966108	WM10
KLHDC4	green	13.8495642785282	WM10
KLHL22	green	7.13772610669463	WM10
KLHL29	green	19.1399533238099	WM10
KSR1	green	19.2754814760088	WM10
KSR2	green	31.5207218105366	WM10
L3MBTL1	green	5.88074732929616	WM10
LCMT1	green	6.91755705801257	WM10
LHFPL4	green	11.0647209139335	WM10
LRFN2	green	22.205551577827	WM10
LRRC20	green	5.55015225441196	WM10
LRRC75B	green	4.0790217984148	WM10
LRRN2	green	18.0962551236627	WM10
LTBP3	green	16.6742376525137	WM10
MACROD1	green	17.2947264228938	WM10
MAML1	green	7.43115671992875	WM10
MAN1C1	green	30.1760422695103	WM10
MAPKBP1	green	15.5424504987766	WM10
MARCH4	green	8.43792819644018	WM10
MAST2	green	16.6574496393329	WM10
MCM3AP	green	11.8808911961159	WM10
MDN1	green	16.1771864033358	WM10
ME3	green	22.1288081006305	WM10
MECR	green	13.7051668530567	WM10
MED15	green	21.0504229285934	WM10
METTL22	green	3.50255048344274	WM10
MGLL	green	20.7054874015643	WM10
